2024-12-17 12:57:44 - Bytes Sent: 12280472, Bytes Received: 242717005
2024-12-17 12:57:45 - Bytes Sent: 12280472, Bytes Received: 242717005
2024-12-17 12:57:45 - Bytes Sent: 12280472, Bytes Received: 242717005
2024-12-17 12:57:46 - Bytes Sent: 12280472, Bytes Received: 242717005
2024-12-17 12:57:46 - Bytes Sent: 12280472, Bytes Received: 242717005
2024-12-17 12:57:47 - Bytes Sent: 12280472, Bytes Received: 242717005
2024-12-17 12:57:47 - Bytes Sent: 12280472, Bytes Received: 242717005
2024-12-17 12:57:48 - Bytes Sent: 12280472, Bytes Received: 242717005
2024-12-17 12:57:48 - Bytes Sent: 12280472, Bytes Received: 242717005
2024-12-17 12:57:49 - Bytes Sent: 12280472, Bytes Received: 242717005
2024-12-17 12:57:49 - Bytes Sent: 12280472, Bytes Received: 242717005
2024-12-17 12:57:50 - Bytes Sent: 12280582, Bytes Received: 242717137
2024-12-17 12:57:50 - Bytes Sent: 12280582, Bytes Received: 242717137
2024-12-17 12:57:51 - Bytes Sent: 12280582, Bytes Received: 242717137
2024-12-17 12:57:51 - Bytes Sent: 12282576, Bytes Received: 242718564
2024-12-17 12:57:52 - Bytes Sent: 12282719, Bytes Received: 242718864
2024-12-17 12:57:52 - Bytes Sent: 12282719, Bytes Received: 242718864
2024-12-17 12:57:53 - Bytes Sent: 12282719, Bytes Received: 242718864
2024-12-17 12:57:53 - Bytes Sent: 12282719, Bytes Received: 242718864
2024-12-17 12:57:54 - Bytes Sent: 12282719, Bytes Received: 242718864
2024-12-17 12:57:54 - Bytes Sent: 12282719, Bytes Received: 242718864
2024-12-17 12:57:55 - Bytes Sent: 12282719, Bytes Received: 242718864
2024-12-17 12:57:55 - Bytes Sent: 12282719, Bytes Received: 242718864
2024-12-17 12:57:56 - Bytes Sent: 12282719, Bytes Received: 242718864
2024-12-17 12:57:56 - Bytes Sent: 12282719, Bytes Received: 242718864
2024-12-17 12:57:57 - Bytes Sent: 12282719, Bytes Received: 242718864
2024-12-17 12:57:57 - Bytes Sent: 12282719, Bytes Received: 242718864
2024-12-17 12:57:58 - Bytes Sent: 12282719, Bytes Received: 242718864
2024-12-17 12:57:58 - Bytes Sent: 12282719, Bytes Received: 242718864
2024-12-17 12:57:59 - Bytes Sent: 12282943, Bytes Received: 242719076
2024-12-17 12:57:59 - Bytes Sent: 12282943, Bytes Received: 242719076
2024-12-17 12:58:00 - Bytes Sent: 12282943, Bytes Received: 242719076
2024-12-17 12:58:00 - Bytes Sent: 12282943, Bytes Received: 242719076
2024-12-17 12:58:01 - Bytes Sent: 12282943, Bytes Received: 242719076
2024-12-17 12:58:01 - Bytes Sent: 12282943, Bytes Received: 242719076
2024-12-17 12:58:02 - Bytes Sent: 12282943, Bytes Received: 242719076
2024-12-17 12:58:02 - Bytes Sent: 12282943, Bytes Received: 242719076
2024-12-17 12:58:03 - Bytes Sent: 12282943, Bytes Received: 242719076
2024-12-17 12:58:03 - Bytes Sent: 12282998, Bytes Received: 242719142
2024-12-17 12:58:04 - Bytes Sent: 12282998, Bytes Received: 242719142
2024-12-17 12:58:04 - Bytes Sent: 12282998, Bytes Received: 242719142
2024-12-17 12:58:05 - Bytes Sent: 12283082, Bytes Received: 242719276
2024-12-17 12:58:05 - Bytes Sent: 12283082, Bytes Received: 242719276
2024-12-17 12:58:06 - Bytes Sent: 12283082, Bytes Received: 242719276
2024-12-17 12:58:06 - Bytes Sent: 12283082, Bytes Received: 242719276
2024-12-17 12:58:07 - Bytes Sent: 12283137, Bytes Received: 242719342
2024-12-17 12:58:07 - Bytes Sent: 12283192, Bytes Received: 242719408
2024-12-17 12:58:08 - Bytes Sent: 12283650, Bytes Received: 242719570
2024-12-17 12:58:08 - Bytes Sent: 12283901, Bytes Received: 242720899
2024-12-17 12:58:09 - Bytes Sent: 12286086, Bytes Received: 242723474
2024-12-17 12:58:09 - Bytes Sent: 12287357, Bytes Received: 242725291
2024-12-17 12:58:10 - Bytes Sent: 12287357, Bytes Received: 242725291
2024-12-17 12:58:11 - Bytes Sent: 12287357, Bytes Received: 242725291
2024-12-17 12:58:11 - Bytes Sent: 12288862, Bytes Received: 242725546
2024-12-17 12:58:12 - Bytes Sent: 12289005, Bytes Received: 242725753
2024-12-17 12:58:12 - Bytes Sent: 12289005, Bytes Received: 242725753
2024-12-17 12:58:13 - Bytes Sent: 12290053, Bytes Received: 242726669
2024-12-17 12:58:13 - Bytes Sent: 12295044, Bytes Received: 242733344
2024-12-17 12:58:14 - Bytes Sent: 12295129, Bytes Received: 242733550
2024-12-17 12:58:14 - Bytes Sent: 12295129, Bytes Received: 242733550
2024-12-17 12:58:15 - Bytes Sent: 12296227, Bytes Received: 242733658
2024-12-17 12:58:15 - Bytes Sent: 12296281, Bytes Received: 242733811
2024-12-17 12:58:16 - Bytes Sent: 12296281, Bytes Received: 242733811
2024-12-17 12:58:16 - Bytes Sent: 12296336, Bytes Received: 242733877
2024-12-17 12:58:17 - Bytes Sent: 12296336, Bytes Received: 242733877
2024-12-17 12:58:17 - Bytes Sent: 12296336, Bytes Received: 242733877
2024-12-17 12:58:18 - Bytes Sent: 12296336, Bytes Received: 242733877
2024-12-17 12:58:18 - Bytes Sent: 12296391, Bytes Received: 242733877
